Name;Type;RA;Dec;Const;MajAx;MinAx;PosAng;B-Mag;V-Mag;J-Mag;H-Mag;K-Mag;SurfBr;Hubble;Pax;Pm-RA;Pm-Dec;RadVel;Redshift;Cstar U-Mag;Cstar B-Mag;Cstar V-Mag;M;NGC;IC;Cstar Names;Identifiers;Common names
WR 79a;WR*;16:54:58.50;-41:09:03.1;;;;;5.98;5.81;5.15;5.09;4.90;;WN9ha, O8Iafpe;;;;;;;;;;;;;HD 152408,DR3 5966563486675142912,HR 6272;
WR 79b;WR*;16:55:06.45;-44:59:21.4;;;;;8.66;8.14;6.76;6.62;6.47;;WN9ha, O6:Iafpe;;;;;;;;;;;;;HD 152386,DR3 5964124353254695936,TYC 7880 313 1;
WR 80;WR*;16:59:02.19;-45:43:10.1;;;;;16.34;14.49;9.46;7.77;6.31;;WC9d;;;;;;;;;;;;;DR3 5964033098110548736,LS 3871,WRAY 15-1581;
WR 80-1;WR*;16:59:33.96;-47:05:36.6;;;;;;15.47;10.13;9.39;8.91;;WN8;;;;;;;;;;;;;DR3 5939094009724936320,WR-C-23;
WR 81;WR*;17:02:40.38;-45:59:15.5;;;;;;12.71;8.29;7.76;7.12;;WC9;;;;;;;;;;;;;DR3 5963218085100054656,He3-1316,WRAY 15-1597;
WR 82;WR*;17:04:04.63;-45:12:15.1;;;;;12.97;12.21;9.47;9.04;8.69;;WN7(h);;;;;;;;;;;;;DR3 5963639571706070400,He3-1318,LS 11;
WR 82-1;WR*;17:09:32.64;-41:29:47.3;;;;;;;;13.43;11.84;;WC7:;;;;;;;;;;;;;SFZ12 1168-91L;
WR 82-2;WR*;17:07:23.95;-39:19:54.5;;;;;;;12.49;11.12;10.26;;WC9;;;;;;;;;;;;;DR3 5972994594597225216,KSF14 1178-66B;
WR 83;WR*;17:10:54.63;-46:36:00.6;;;;;;12.80;10.26;9.89;9.53;;WN5o;;;;;;;;;;;;;DR3 5951318036426102656,He3-1344,WRAY 15-1630;
WR 83-1;WR*;17:11:00.81;-39:49:31.4;;;;;;;15.26;13.89;12.81;;WC6:;;;;;;;;;;;;;DR3 5972183468571843712,SFZ12 1179-129L;
WR 84;WR*;17:11:21.70;-39:53:22.0;;;;;14.18;13.01;;8.96;;;WN7o;;;;;;;;;;;;;DR3 5972179719043340800,LSWR 12,WRAY 15-1634;
WR 84-1;WR*;17:11:33.03;-39:10:39.7;;;;;;;12.37;10.43;9.19;;WN8-9, WN9;;;;;;;;;;;;;MDM11 32,[DBS2003] 179 #20;
WR 84-10;WR*;17:14:25.65;-38:09:53.8;;;;;;;11.67;10.06;9.26;;WC8;;;;;;;;;;;;;DR3 5973487970401339904,VVV CL099-7;
WR 84-11;WR*;17:12:34.87;-40:37:13.7;;;;;;;12.66;11.22;10.41;;WN9h;;;;;;;;;;;;;DR3 5972068668365594880,KSF14 1176-B49;
WR 84-12;WR*;17:12:41.98;-39:14:14.2;;;;;;19.47;10.06;8.12;6.48;;WC9d;;;;;;;;;;;;;DR3 5973042973103939968,WR-C-24;
WR 84-13;WR*;17:14:00.39;-40:30:42.1;;;;;;;12.60;11.39;10.33;;WC9d;;;;;;;;;;;;;DR3 5971904330062036224,WR-C-25;
WR 84-14;WR*;17:14:24.11;-41:57:25.1;;;;;;;12.27;11.33;10.81;;WN7;;;;;;;;;;;;;DR3 5965760637051514496;
WR 84-2;WR*;17:11:28.52;-39:13:16.8;;;;;;;13.98;12.20;10.98;;WC8;;;;;;;;;;;;;DR3 5973057438557915776,SFZ12 1181-82L;
WR 84-3;WR*;17:11:36.12;-39:11:07.9;;;;;;;13.35;12.08;10.84;;WC8;;;;;;;;;;;;;SFZ12 1181-81L;
WR 84-4;WR*;17:11:46.13;-39:20:27.8;;;;;20.75;17.70;10.88;10.00;9.49;;WN7, WN7ha;;;;;;;;;;;;;DR3 5972950373611106560,SFZ12 1181-211L;
WR 84-5;WR*;17:14:09.56;-38:11:20.9;;;;;;;14.34;12.78;11.59;;WC9;;;;;;;;;;;;;SFZ12 1189-110L;
WR 84-6;WR*;17:11:31.80;-39:10:46.8;;;;;;;12.50;10.53;9.57;;WN8-9;;;;;;;;;;;;;[DBS2003] 179 #15;
WR 84-7;WR*;17:11:31.88;-39:10:46.9;;;;;;;12.08;10.14;9.18;;Ofpe/WN9;;;;;;;;;;;;;[DBS2003] 179 #4;
WR 84-8;WR*;17:14:24.71;-38:09:49.35;;;;;;;12.62;10.93;9.91;;WN6+O;;;;;;;;;;;;;DR3 5973487970401341696,VVV CL099-4;
WR 84-9;WR*;17:14:25.40;-38:09:50.5;;;;;;;13.43;11.70;10.64;;WN6;;;;;;;;;;;;;DR3 5973487970376696320,VVV CL099-5;
WR 85;WR*;17:14:27.12;-39:45:47.1;;;;;10.96;10.40;8.20;7.94;7.47;;WN6h;;;;;;;;;;;;;HD 155603B,DR3 5972220130436920832,LSS 3982,TYC 7874 1219;RCW118 (Toala)
WR 85-1;WR*;17:15:55.9;-37:19:12.0;;;;;;;16.15;14.68;13.47;;WC6::;;;;;;;;;;;;;KSF14 1198-6EC8;
WR 86;WR*;17:18:23.06;-34:24:30.60;;;;;10.10;9.29;7.44;7.14;6.67;;WC7 (+B0III-I);;;;;;;;;;;;;HD 156327,DR3 5978698590355238912;RCW130 (Toala)
WR 87;WR*;17:18:52.87;-38:50:03.6;;;;;13.55;11.96;7.98;7.45;7.08;;WN7h+abs;;;;;;;;;;;;;DR3 5972658869920060544,He3-1370,LSS 4064;
WR 88;WR*;17:18:49.73;-33:57:41.4;;;;;;13.25;9.03;8.56;8.05;;WC9;;;;;;;;;;;;;DR3 5978784313590016512,THA 10-13,WRAY 15-1668;
WR 89;WR*;17:19:00.52;-38:48:51.3;;;;;12.50;11.03;7.38;6.96;6.58;;WN8h+abs;;;;;;;;;;;;;DR3 5972660411778306304,He3-1371,LSS 4065;
WR 90;WR*;17:19:29.90;-45:38:23.9;;;;;7.17;6.96;6.25;6.09;5.52;;WC7;;;;;;;;;;;;;HD 156385,DR3 5952743072247166464,He3-1373;
WR 91;WR*;17:20:22.02;-38:56:48.4;;;;;;15.76;9.53;8.77;8.20;;WN7b;;;;;;;;;;;;;DR3 5972469577791009152,StSa 1;Anon (Marston)
WR 91-1;WR*;17:22:40.74;-35:04:52.90;;;;;;;15.11;12.05;10.33;;WC8, WC9, WC7, WC7ed;;;;;;;;;;;;;SMG09 1222_15,SFZ12 1218-38L;
WR 92;WR*;17:25:23.28;-43:29:31.5;;;;;10.62;10.33;9.50;9.22;8.82;;WC9;;;;;;;;;;;;;HD 157451,DR3 5952632262112862080,He3-1399,TYC 7895 1089;
WR 93;WR*;17:25:08.85;-34:11:12.6;;;;;12.10;10.68;7.04;6.53;5.87;;WC7+O7-9;;;;;;;;;;;;;HD 157504,DR3 5976045567560658560,THA 10-19;
WR 93a;WR*;17:30:56.80;-26:59:11.0;;;;;18.70;13.90;13.88;13.22;12.72;;WN2.5-3, WN6, WN6h;;;;;;;;;;;;;DR3 4061565338478409088,TH3-28,PK 359+03 1;
WR 93b;WR*;17:32:03.31;-35:04:32.7;;;;;16.90;;11.33;10.55;10.17;;WO3;;;;;;;;;;;;;DR3 5975043607541238016,DBU 1;
WR 94;WR*;17:33:07.83;-33:38:25.0;;;;;;12.24;9.28;8.79;8.39;;WN5o, WN6;;;;;;;;;;;;;DR3 4054407689583282432,CD-33 12168B,WR-C-26;Anon (Marston)
WR 94-1;WR*;17:33:33.22;-32:36:16.4;;;;;;;15.99;12.59;10.76;;WC9;;;;;;;;;;;;;SFZ12 1245-23L;
WR 94-2;WR*;17:35:54.58;-32:10:35.3;;;;;;;17.10;14.12;12.49;;WN8o;;;;;;;;;;;;;mb4552-02;
WR 94-3;WR*;17:33:41.28;-33:39:48.4;;;;;;11.99;8.46;8.10;7.84;;WN6+abs;;;;;;;;;;;;;DR3 4054404631566479616,WR-C-28;
WR 94-4;WR*;17:35:36.42;-33:55:57.7;;;;;;12.60;9.30;8.91;8.65;;WN7;;;;;;;;;;;;;DR3 4053636485258105472,WR-C-29;
WR 94-5;WR*;17:33:23.11;-33:43:52.5;;;;;;;12.02;11.23;10.66;;WN6;;;;;;;;;;;;;DR3 4054402569982187904,WR-C-27;
WR 95;WR*;17:36:19.89;-33:26:12.3;;;;;15.15;13.38;8.29;6.67;5.27;;WC9d;;;;;;;;;;;;;DR3 4053759222599074048,He3-1434,WRAY 16-292;
WR 96;WR*;17:36:24.45;-32:54:31.5;;;;;;14.14;9.04;7.52;6.20;;WC9d;;;;;;;;;;;;;DR3 4054545815728881536,He3-1435,WRAY 15-1736;
WR 97;WR*;17:36:53.62;-34:02:36.8;;;;;11.73;10.85;8.50;8.21;8.01;;WN5b+O7;;;;;;;;;;;;;HDE 320102,DR3 4053667756967584128,He3-1439;
WR 98;WR*;17:37:13.74;-33:27:56.0;;;;;13.22;11.85;8.09;7.55;7.04;;WN8o/C7;;;;;;;;;;;;;HDE 318016,DR3 4053745100746865152,He3-1441;Anon (Marston)
WR 98-1;WR*;17:41:13.51;-30:03:41.1;;;;;;;13.52;11.70;10.56;;WC8;;;;;;;;;;;;;DR3 4056952612330664064,SFZ12 1269-166L;
WR 98-2;WR*;17:40:59.36;-32:11:22.5;;;;;;;13.98;12.46;11.86;;WN9;;;;;;;;;;;;;DR3 4054313307684820736,KSF14 1256-1483A;
WR 98-3;WR*;17:41:27.51;-30:16:42.6;;;;;;;10.27;7.93;6.10;;WC9d;;;;;;;;;;;;;DR3 4056935402389532672,WR-C-30;
WR 98a;WR*;17:41:13.04;-30:32:30.4;;;;;;19.70;9.14;6.51;4.33;;WC8-9vd+?;;;;;;;;;;;;;DR3 4056719657597352832,IRAS 17380-3031;
WR 100;WR*;17:42:09.76;-32:33:24.9;;;;;;13.44;8.85;8.27;7.71;;WN7b;;;;;;;;;;;;;HDE 318139,DR3 4054149755376098176,He3-1455;
WR 100-1;WR*;17:45:08.98;-29:12:17.9;;;;;;;15.12;12.61;11.08;;WN7, WN7b, WN6-7;;;;;;;;;;;;;DWC11 147;
WR 100-2;WR*;17:45:07.07;-29:12:00.6;;;;;;;16.84;13.53;11.11;;WC9?d;;;;;;;;;;;;;MC10 2,DWC11 53;
WR 100-3;WR*;17:44:06.89;-30:01:13.2;;;;;;;13.90;11.52;10.17;;WN8;;;;;;;;;;;;;SFZ12 1275-184L;
WR 100-4;WR*;17:44:37.35;-29:27:55.7;;;;;;;17.56;13.91;10.29;;WCd;;;;;;;;;;;;;J17443734-2927557;
WR 100-5;WR*;17:44:40.83;-29:26:55.1;;;;;;;16.76;12.81;9.40;;WCd;;;;;;;;;;;;;J17444083-2926550;
WR 100-6;WR*;17:45:04.84;-29:11:46.5;;;;;;;15.02;11.63;9.04;;WCd;;;;;;;;;;;;;J17450483-2911464;
WR 100a;WR*;17:45:39.306;-29:00:30.68;;;;;;;;;12.60;;WN7, ;;;;;;;;;;;;AFNWNW,[PGM2006] E81; [GKM98] S6-90;
WR 101;WR*;17:45:09.01;-31:50:15.9;;;;;;16.40;9.62;8.78;7.89;;WC8;;;;;;;;;;;;;DR3 4055791772870099584,DA 3;Anon (Marston)
WR 101-1;WR*;17:45:36.12;-28:56:38.7;;;;;;;15.55;12.26;10.42;;WN8-9h, WN9h;;;;;;;;;;;;;Edd-1,DWC11 111;
WR 101-10;WR*;17:45:15.05;-29:14:36.2;;;;;;;;14.50;12.70;;WN5;;;;;;;;;;;;;DWC11 150;
WR 101-11;WR*;17:45:16.17;-29:03:15.7;;;;;;;11.49;9.17;7.89;;WN10h;;;;;;;;;;;;;CXOU J174516.1-290315,DWC11 137;
WR 101-12;WR*;17:45:41.27;-28:51:47.7;;;;;;;14.80;11.60;9.86;;B1-2 Ia+/WNLh;;;;;;;;;;;;;MC10 9,DWC11 98;
WR 101-2;WR*;17:45:16.10;-28:49:09.0;;;;;;;11.49;9.17;7.89;;WN9;;;;;;;;;;;;;CXOGC J174516.1-284909;
WR 101-3;WR*;17:45:16.74;-28:58:25.29;;;;;;;16.67;13.08;11.09;;WN7-8h, WN8o;;;;;;;;;;;;;CXOGC J174516.7-285824,DWC11 134;
WR 101-4;WR*;17:45:19.17;-29:03:22.0;;;;;;;17.10;13.30;10.40;;WC9d, WC9;;;;;;;;;;;;;CXOGC J174519.1-290321;
WR 101-5;WR*;17:45:22.70;-28:58:44.1;;;;;;;;15.21;12.22;;WN5-6b, WN6b;;;;;;;;;;;;;CXOGC J174522.6-285844,DWC11 39;
WR 101-6;WR*;17:45:28.62;-28:56:05.00;;;;;;;14.46;11.46;9.72;;WN8-9h, WN8-9ha + neb;;;;;;;;;;;;;CXOGC J174528.6-285605,DWC11 35;
WR 101-7;WR*;17:45:09.80;-29:14:13.1;;;;;;;15.55;13.02;11.14;;WC9?d;;;;;;;;;;;;;MC10 4,DWC11 151;
WR 101-8;WR*;17:45:21.89;-29:11:59.6;;;;;;;;14.67;12.70;;WC9;;;;;;;;;;;;;MC10 3,DWC11 49;
WR 101-9;WR*;17:45:32.50;-29:04:58.0;;;;;;;;14.62;12.02;;WC9;;;;;;;;;;;;;MC10 8,DWC11 42;
WR 101a;WR*;17:45:39.382;-29:00:33.43;;;;;;;;;12.98;;WC9, WC8-9, ;;;;;;;;;;;;[BSD96] 22,[PGM2006] E82; [GKM98] S10-136;
WR 101b;WR*;17:45:39.458;-29:00:31.67;;;;;;;;;11.83;;WN9-11, WN8, ;;;;;;;;;;;;AF-NW,[PGM2006] E74; [GKM98] S8-191;
WR 101c;WR*;17:45:39.541;-29:00:35.01;;;;;;;;;10.98;;WN9-11, Ofpe/WN9, WN, ;;;;;;;;;;;;AF,[PGM2006] E79; [GKM98] S9-114;
WR 101d;WR*;17:45:39.643;-29:00:27.33;;;;;;;;;9.55;;WC9;;;;;;;;;;;;;GC IRS 6E,KGE 3, [GKM98] S5-69;
WR 101da;WR*;17:45:39.708;-29:00:29.75;;;;;;;;;12.60;;WN7+?;;;;;;;;;;;;;[GKM98] S4-258,[PGM2006] E60;
WR 101db;WR*;17:45:39.731;-29:00:26.51;;;;;;;;;11.60;;Ofpe/WN9;;;;;;;;;;;;;GC IRS 34W,[PGM2006] E56;
WR 101dc;WR*;17:45:39.739;-29:00:23.17;;;;;;;;;12.00;;WN8-9, WN8, ;;;;;;;;;;;;GC IRS 7SW,[PGM2006] E66; [GKM98] S6-90;
WR 101dd;WR*;17:45:39.756;-29:00:25.25;;;;;;;;;12.80;;WN7;;;;;;;;;;;;;GC IRS 34NW,[PGM2006] E61;
WR 101di;WR*;17:45:39.797;-29:00:29.52;;;;;;;;;11.70;;WC8-9, WC9;;;;;;;;;;;;;GC IRS 13E4,[PGM2006] E48;
WR 101e;WR*;17:45:39.801;-29:00:29.84;;;;;;;;;10.80;;WN9-10+?, WN8, WN;;;;;;;;;;;;;GC IRS 13E2,[PGM2006] E51;
WR 101f;WR*;17:45:39.853;-29:00:22.11;;;;;;;;;10.80;;WN9-10, WC9, ;;;;;;;;;;;;GC IRS 7W,[PGM2006] E68; [GKM98] S6-95;
WR 101fa;WR*;17:45:39.868;-29:00:24.30;;;;;;;;;15.00;;WC5-6d;;;;;;;;;;;;;GC IRS 3E,[PGM2006] E58;
WR 101g;WR*;17:45:39.918;-29:00:26.69;;;;;;;;;10.00;;WC9;;;;;;;;;;;;;GC IRS 29N,[PGM2006] E31;
WR 101h;WR*;17:45:39.965;-29:00:26.04;;;;;;;;;11.70;;WC9, WC8-9, ;;;;;;;;;;;;GC IRS 29NE1,[PGM2006] E35; [GKM98] S2-16;
WR 101i;WR*;17:45:39.92;-29:00:18.08;;;;;;;;;12.00;;WN9-11, WN8-WC9, ;;;;;;;;;;;;GC IRS 15SW,[PGM2006] E83; [GKM98] S10-5;
WR 101j;WR*;17:45:40.042;-29:00:26.89;;;;;;;;;10.00;;WN9-11, Ofpe/WN9;;;;;;;;;;;;;GC IRS 16NW,[PGM2006] E19;
WR 101ja;WR*;17:45:40.090;-29:00:31.22;;;;;;;;;10.10;;Ofpe/WN9;;;;;;;;;;;;;GC IRS 33E,[PGM2006] E41;
WR 101k;WR*;17:45:40.120;-29:00:29.08;;;;;;;;;;;WN9-11+?, Ofpe/WN9;;;;;;;;;;;;;GC IRS 16SW,[PGM2006] E23;
WR 101l;WR*;17:45:40.126;-29:00:27.62;;;;;;;;11.99;9.70;;WN9-11, Ofpe/WN9;;;;;;;;;;;;;GC IRS 16C,[PGM2006] E20;
WR 101m;WR*;17:45:40.145;-29:00:16.42;;;;;;;;;11.80;;WN9-11, WN8-9, ;;;;;;;;;;;;GC IRS 15NE,[PGM2006] E88; [GKM98] S11-5;
WR 101ma;WR*;17:45:40.161;-29:00:21.61;;;;;;;;;14.10;;WC8-9?;;;;;;;;;;;;;[GKM98] S6-100,[PGM2006] E71;
WR 101n;WR*;17:45:40.181;-29:00:29.25;;;;;;;;;10.90;;WC9, WC8-9;;;;;;;;;;;;;GC IRS 16SE1,[PGM2006] E32;
WR 101na;WR*;17:45:40.221;-29:00:30.84;;;;;;;;;10.55;;WCLd?, ;;;;;;;;;;;;GC IRS 21,[BSD96] 81; [GKM98] S3-12;
WR 101nc;WR*;17:45:40.257;-29:00:33.72;;;;;;;;;12.10;;WN8;;;;;;;;;;;;;GC IRS 9W,[PGM2006] E65;
WR 101nd;WR*;17:45:40.259;-29:00:27.07;;;;;;;;;8.90;;Ofpe/WN9+?;;;;;;;;;;;;;GC IRS 16NE,[PGM2006] E39;
WR 101o;WR*;17:45:40.264;-29:00:29.29;;;;;;;;;12.00;;WC9, WN5-6, ;;;;;;;;;;;;GC IRS 16SE2,[PGM2006] E40; [GKM98] S3-5;
WR 101oa;WR*;17:45:40.264;-29:00:24.64;;;;;;;;;13.00;;WR, WC9;;;;;;;;;;;;;[PMM2001] B9,[PGM2006] E59;
WR 101ob;WR*;17:45:40.366;-29:00:36.13;;;;;;;;;13.10;;WC9, ;;;;;;;;;;;;GC IRS 9SW,[PGM2006] E76; [GKM98] S9-20;
WR 101oc;WR*;17:45:40.369;-29:00:22.76;;;;;;;;;12.90;;WR, Ofpe/WN9, WN, ;;;;;;;;;;;;GC IRS 7E2 (ESE),[PGM2006] E70; [GKM98] S6-93;
WR 101od;WR*;17:45:40.692;-29:00:18.30;;;;;;;;;11.25;;WCLd?;;;;;;;;;;;;;GC IRS 5,TMG05 3;
WR 101oe;WR*;17:45:40.442;-29:00:27.53;;;;;;;;;8.72;;WCLd?;;;;;;;;;;;;;GC IRS 1W,[BSD96] 92;
WR 101of;WR*;17:45:40.471;-29:00:36.27;;;;;;;;;11.70;;WC9, ;;;;;;;;;;;;GC IRS 9SE,[PGM2006] E80; [GKM98] S9-9;
WR 101og;WR*;17:45:40.535;-29:00:22.97;;;;;;;;;10.25;;WCLd?;;;;;;;;;;;;;GC IRS 10W,[BSD96] 94;
WR 101oh;WR*;17:45:40.551;-29:00:28.60;;;;;;;;;13.60;;WC9;;;;;;;;;;;;;[GKM98] S6-82,[PGM2006] E72;
WR 101oi;WR*;17:45:40.760;-29:00:27.79;;;;;;;;;13.00;;WR, WC9, ;;;;;;;;;;;;[PMM2001] B1,[PGM2006] E78; [GKM98] S9-1;
WR 101p;WR*;17:45:42.47;-28:52:53.3;;;;;;;16.32;13.04;11.20;;WC8-9, WC8;;;;;;;;;;;;;HBP 1,DWC11 101;
WR 102;WR*;17:45:47.54;-26:10:26.8;;;;;;14.00;;10.89;10.62;;WO2;;;;;;;;;;;;;DR3 4067059872964459648,Sand 4,V3893 Sgr;G2.4+1.4
WR 102-1;WR*;17:46:45.34;-28:15:46.1;;;;;;;15.39;9.96;7.18;;WC?, WCLd, WCd+O;;;;;;;;;;;;;CXOGC J174645.3-281546;
WR 102-10;WR*;17:47:12.25;-28:31:21.6;;;;;;;17.06;13.07;10.78;;WN7-8h, WN8o;;;;;;;;;;;;;CXOGC J174712.4-283121;
WR 102-11;WR*;17:47:13.03;-28:27:08.2;;;;;;;;13.83;11.62;;WN7-8h;;;;;;;;;;;;;CXOGC J174713.0-282709;
WR 102-12;WR*;17:45:48.61;-28:49:42.2;;;;;;;;13.61;11.14;;WN8-9h, WN9;;;;;;;;;;;;;MC10 11,DWC11 19;
WR 102-13;WR*;17:45:50.29;-28:57:26.2;;;;;;18.06;15.80;12.93;11.34;;WC9;;;;;;;;;;;;;MC10 19;
WR 102-14;WR*;17:45:53.40;-28:49:36.9;;;;;;;15.37;12.54;11.00;;WN8-9h;;;;;;;;;;;;;MC10 12,DWC11 22;
WR 102-15;WR*;17:46:02.59;-28:54:14.0;;;;;;;16.40;13.48;11.61;;WC9;;;;;;;;;;;;;MC10 14,DWC11 94;
WR 102-16;WR*;17:46:17.54;-28:53:03.5;;;;;;;14.97;12.05;10.46;;WN8-9h;;;;;;;;;;;;;MC10 16,DWC11 77;
WR 102-17;WR*;17:46:23.81;-28:48:10.8;;;;;;;16.33;13.27;11.43;;WN5b, WN6b, WN5-6b;;;;;;;;;;;;;MC10 17,DWC11 2;
WR 102-19;WR*;17:55:20.21;-24:07:38.4;;;;;19.93;;11.84;10.95;10.32;;WN5;;;;;;;;;;;;;DR3 4067776552713332096,SFZ12 1322-220L;
WR 102-2;WR*;17:46:14.15;-28:49:35.4;;;;;;;;;10.30;;WC9d;;;;;;;;;;;;;LHO09 76,DWC11 71;
WR 102-20;WR*;17:59:02.85;-24:20:50.7;;;;;;;13.78;12.38;10.89;;WC9;;;;;;;;;;;;;DR3 4069024395312085888,SFZ12 1327-25L;
WR 102-21;WR*;17:59:48.22;-22:14:52.3;;;;;;;11.40;10.29;9.47;;WN6;;;;;;;;;;;;;DR3 4069557997737704960,SFZ12 1342-208L;
WR 102-22;WR*;17:59:02.27;-24:17:00.1;;;;;;;14.40;12.24;10.88;;WC7, WC7d;;;;;;;;;;;;;WR 1327-14AF;
WR 102-23;WR*;17:57:16.87;-25:23:13.8;;;;;;;14.88;12.72;11.46;;WC7:;;;;;;;;;;;;;KSF14 1319-3BC0;
WR 102-24;WR*;17:59:07.99;-22:36:43.0;;;;;;;12.61;;;;WN9;;;;;;;;;;;;;DR3 4069511341526393984,KSF14 1338-2B3;
WR 102-25;WR*;17:59:35.60;-30:51:32.5;;;;;;16.52;13.72;13.27;12.83;;WN6;;;;;;;;;;;;;DR3 4044123789831722240,KW03-083;
WR 102-26;WR*;17:46:32.20;-28:44:54.6;;;;;;;;12.86;9.21;;WCd;;;;;;;;;;;;;J17463219-2844546;
WR 102-27;WR*;17:46:01.65;-28:55:15.3;;;;;;;13.38;10.69;9.12;;B0-1Ia+/WNLh;;;;;;;;;;;;;MC10 13,DWC11 103;
WR 102-28;WR*;17:46:17.10;-28:51:31.5;;;;;;;14.98;11.77;10.13;;WN8-9ha/O6-7 Ia+, O6 If+;;;;;;;;;;;;;DWC11 75;
WR 102-29;WR*;17:46:20.87;-28:46:58.8;;;;;;;;14.10;12.50;;WN8-9ha;;;;;;;;;;;;;DWC21 S120;
WR 102-3;WR*;17:46:15.39;-28:49:34.6;;;;;;;;;9.30;;WC9d;;;;;;;;;;;;;qF 250,LHO09 79;
WR 102-30;WR*;17:46:27.60;-28:46:11.8;;;;;;;14.37;11.29;9.55;;WN11h;;;;;;;;;;;;;MC10 18,DWC11 56;
WR 102-31;WR*;17:59:19.86;-21:21:59.7;;;;;;18.81;11.06;11.08;9.03;;WC8;;;;;;;;;;;;;DR3 4070776913789160576,WR-C-31;
WR 102-5;WR*;17:45:50.60;-28:56:17.00;;;;;;;15.44;12.48;10.85;;WN7;;;;;;;;;;;;;WR102am,CXOGC J174550.6-285617;
WR 102-6;WR*;17:45:55.38;-28:51:26.0;;;;;;;14.76;12.40;10.84;;WN5-6b;;;;;;;;;;;;;DWC11 99;
WR 102-7;WR*;17:46:17.70;-28:50:07.00;;;;;;;13.99;10.37;7.84;;WC9d;;;;;;;;;;;;;WR102kaa,CXOGC J174617.7-285007;
WR 102-8;WR*;17:46:56.30;-28:32:32.50;;;;;;;;13.74;11.24;;WN8-9h, WN9h;;;;;;;;;;;;;CXOGC J174656.3-283232;
WR 102-9;WR*;17:47:11.47;-28:30:07.0;;;;;;;16.56;12.57;10.47;;WN8-9h, WN9h;;;;;;;;;;;;;CXOGC J174711.4-283006;
WR 102a;WR*;17:45:48.57;-28:50:05.7;;;;;;;;13.26;11.02;;WN8, WN7-8ha;;;;;;;;;;;;;CSE 1,DWC11 96;
WR 102aa;WR*;17:45:49.75;-28:49:26.3;;;;;;;;;11.18;;WN9, WN8-9h;;;;;;;;;;;;;CEC96 13,FNG02 2;
WR 102ab;WR*;17:45:50.12;-28:49:27.0;;;;;;;16.86;13.33;11.14;;WN7, O7-8Ia+;;;;;;;;;;;;;BSP01 30,FNG02 10;
WR 102ac;WR*;17:45:50.19;-28:49:27.7;;;;;;;17.64;14.05;11.85;;WN7, O5-6Ia+;;;;;;;;;;;;;BSP01 29,FNG02 17;
WR 102ad;WR*;17:45:50.26;-28:49:22.8;;;;;;;15.86;12.44;10.34;;WN8-9h;;;;;;;;;;;;;CEC06 9,FNG02 1;
WR 102ae;WR*;17:45:50.32;-28:49:12.3;;;;;;;15.43;12.39;10.62;;WN8-9h;;;;;;;;;;;;;CEC96 1,FNG02 9;
WR 102af;WR*;17:45:50.34;-28:49:17.8;;;;;;;15.97;12.81;10.88;;WN7-8h;;;;;;;;;;;;;CEC96 3,FNG02 12;
WR 102ag;WR*;17:45:50.45;-28:49:21.7;;;;;;;15.67;12.45;10.46;;WN8-9h;;;;;;;;;;;;;CEC96 6,FNG02 8;
WR 102ah;WR*;17:45:50.48;-28:49:22.8;;;;;;;15.23;12.02;10.07;;WN8-9h;;;;;;;;;;;;;CEC96 8,FNG02 6;
WR 102ai;WR*;17:45:50.51;-28:49:32.4;;;;;;;;;10.86;;WN8-9h;;;;;;;;;;;;;BSP01 22,FNG02 5;
WR 102aj;WR*;17:45:50.53;-28:49:20.0;;;;;;;15.21;12.14;10.28;;WN8-9h;;;;;;;;;;;;;CEC96 5,FNG02 7;
WR 102ak;WR*;17:45:50.58;-28:49:21.2;;;;;;;16.00;12.98;11.15;;WN8-9h;;;;;;;;;;;;;BSP01 19,FNG02 16;
WR 102al;WR*;17:45:50.63;-28:49:18.1;;;;;;;15.11;12.08;10.24;;WN9, WN7-8h;;;;;;;;;;;;;CEC96 2,FNG02 4;
WR 102b;WR*;17:45:50.61;-28:59:19.6;;;;;;;15.44;12.48;10.85;;WN7, WN7b, WN6-7;;;;;;;;;;;;;CSE 2,DWC11 109;
WR 102ba;WR*;17:45:50.73;-28:49:23.1;;;;;;;15.83;12.82;10.96;;WN8-9h;;;;;;;;;;;;;CEC96 7,FNG02 14;
WR 102bb;WR*;17:45:50.88;-28:49:26.9;;;;;;;15.57;12.35;10.36;;WN8-9h;;;;;;;;;;;;;CEC96 11,FNG02 3;
WR 102bc;WR*;17:45:51.50;-28:49:26.8;;;;;;;;;11.38;;WN8-9h;;;;;;;;;;;;;CEC96 10,BSP01 1;
WR 102bd;WR*;17:45:57.76;-28:54:45.8;;;;;;;16.30;13.47;11.49;;WC8-9, WC9;;;;;;;;;;;;;HBP 2,wr101q;
WR 102c;WR*;17:46:11.20;-28:49:05.60;;;;;;;;;11.53;;WN6, WN6(h?);;;;;;;;;;;;;qF 353E,DWC11 64;
WR 102ca;WR*;17:46:13.04;-28:49:25.40;;;;;;;;;10.40;;WC8-9, WC9d;;;;;;;;;;;;;HBP 3,DWC11 63;
WR 102d;WR*;17:46:14.05;-28:49:16.6;;;;;;;;;10.50;;WN9, WN9h, ;;;;;;;;;;;;qF 320,LHO09 158; DWC11 62;
WR 102da;WR*;17:46:14.14;-28:49:36.9;;;;;;;;;7.90;;WC9?d, WC9d;;;;;;;;;;;;;qF 243,LHO09 75;
